#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Kb)	GC%	Host	Segmemts	Genes	Proteins	Release Date	Modify Date	Status
Enterococcus phage EF62phi	977801	PRJNA61185	61185	unclassified phages	unclassified	30.505	32.7	bacteria	 EF62phi:NC_017732.1/CP002495.1	48	48	2011/02/16	2014/02/04	Complete Genome
Streptococcus phage YMC-2011	1051631	PRJNA68129	68129	dsDNA viruses, no RNA stage	Siphoviridae	40.758	41.2	bacteria	 phage_YMC-2011:NC_018285.1/CP002889.1	55	55	2011/07/05	2014/02/04	Complete Genome
Titi monkey adenovirus ECC-2011	994672	PRJNA70951	70951	dsDNA viruses, no RNA stage	Adenoviridae	36.838	59.6	vertebrates	 Unknown:NC_020487.1/HQ913600.1	35	35	2011/07/21	2013/05/10	Complete Genome
Microviridae phi-CA82	913970	PRJNA70009	70009	ssDNA viruses	Microviridae	5.514	39.7	bacteria	 Unknown:NC_015785.1/HQ264138.1	10	10	2011/06/29	2012/07/03	Complete Genome
Mouse kobuvirus M-5/USA/2010	1074213	PRJNA72383	72383	ssRNA viruses	Picornaviridae	8.198	57.1	vertebrates	 Unknown:NC_015936.1/JF755427.1	1	1	2011/08/15	2012/07/03	Complete Genome
Sclerotinia sclerotiorum hypovirus 1	1074325	PRJNA72389	72389	dsRNA viruses	Hypoviridae	10.438	43	fungi	 Unknown:NC_015939.1/JF781304.1	1	1	2011/08/14	2011/12/19	Complete Genome
Tomato chlorotic leaf distortion virus-[Venezuela:Zulia:2004]	983437	PRJNA72721	72721	ssDNA viruses	Geminiviridae	5.23	46.0525	plants	 DNA A:NC_015962.1/HQ201952.1;  DNA B:NC_015961.1/HQ201953.1	6	6	2011/02/15	2015/10/20	Complete Genome
Chilli ringspot virus	414528	PRJNA73825	73825	ssRNA viruses	Potyviridae	9.595	41.8	plants	 Unknown:NC_016044.1/JN008909.1	2	2	2011/10/03	2015/02/10	Complete Genome
Salmonella phage SFP10	1080800	PRJNA74351	74351	dsDNA viruses, no RNA stage	Ackermannviridae	157.95	44.5	bacteria	 Unknown:NC_016073.1/HQ259103.1	201	201	2011/09/30	2011/12/28	Complete Genome
Canine papillomavirus 9	1087108	PRJNA74353	74353	dsDNA viruses, no RNA stage	Papillomaviridae	7.873	51	vertebrates	 Unknown:NC_016074.1/JF800656.1	7	7	2011/10/08	2012/07/25	Complete Genome
Canine papillomavirus 10	1087109	PRJNA74355	74355	dsDNA viruses, no RNA stage	Papillomaviridae	7.774	51.3	vertebrates	 Unknown:NC_016075.1/JF800657.1	7	7	2011/10/08	2011/12/15	Complete Genome
Salmonella phage PVP-SE1	889338	PRJNA74359	74359	dsDNA viruses, no RNA stage	Myoviridae	145.964	45.6	bacteria	 Unknown:NC_016071.1/GU070616.1	268	244	2011/08/29	2011/12/15	Complete Genome
Potato yellow dwarf nucleorhabdovirus	195060	PRJNA74995	74995	ssRNA viruses	Rhabdoviridae	12.875	43.5	invertebrates, plants	 Unknown:NC_016136.1/GU734660.1	9	7	2010/04/07	2015/02/10	Complete Genome
Mirabilis jalapa mottle virus	1093773	PRJNA74427	74427	ssRNA viruses	Betaflexiviridae	8.315	49.1	plants	 Unknown:NC_016080.1/JN039374.1	6	6	2011/10/17	2011/11/14	Complete Genome
Grapevine leafroll-associated virus 5	71032	PRJNA74429	74429	ssRNA viruses	Closteroviridae	13.384	44.3	plants	 Unknown:NC_016081.1/FR822696.2	7	7	2011/10/10	2012/02/17	Complete Genome
Sida yellow mottle virus	1093958	PRJNA74527	74527	ssDNA viruses	Geminiviridae	5.222	46.7011	plants	 DNA A:NC_016082.1/JN411687.1;  DNA B:NC_016083.1/JN411688.1	7	7	2011/10/18	2015/10/20	Complete Genome
Blueberry necrotic ring blotch virus	1094249	PRJNA74579	74579	ssRNA viruses	unclassified	14.153	41.6966	plants	 RNA 1:NC_016084.1/JN651148.1;  RNA 2:NC_016085.1/JN651149.1;  RNA 3:NC_016086.1/JN651150.1;  RNA 4:NC_016087.1/JN651151.1	7	7	2011/10/19	2015/10/20	Complete Genome
Powai lake megavirus	1842663		0	dsDNA viruses, no RNA stage	Mimiviridae	1208.71	12.65	protozoa	KU877344.1	-	996	2016/05/04	2016/06/21	Complete Genome
Luna mammarenavirus	883876	PRJNA76617	76617	ssRNA viruses	Arenaviridae	10.607	42.0964	vertebrates, human	 segment L:NC_016153.1/AB586645.1;  segment S:NC_016152.1/AB586644.1	4	4	2011/10/06	2012/01/27	Complete Genome
Astrovirus MLB2	683172	PRJNA76723	76723	ssRNA viruses	Astroviridae	6.119	40.5	vertebrates	 Unknown:NC_016155.1/JF742759.1	3	3	2011/11/05	2012/03/12	Complete Genome
Feline picornavirus	1108810	PRJNA76725	76725	ssRNA viruses	Picornaviridae	7.391	51.2	vertebrates	 Unknown:NC_016156.1/JN572115.1	1	1	2011/11/07	2011/12/15	Complete Genome
Human papillomavirus type 126	1055684	PRJNA76727	76727	dsDNA viruses, no RNA stage	Papillomaviridae	7.326	38	vertebrates	 Unknown:NC_016157.1/AB646346.1	7	7	2011/11/08	2011/11/30	Complete Genome
Escherichia phage HK639	906669	PRJNA76729	76729	dsDNA viruses, no RNA stage	Siphoviridae	49.576	52.5	bacteria	 Unknown:NC_016158.1/HM208537.1	76	76	2011/10/22	2011/11/10	Complete Genome
Keunjorong mosaic virus	1080799	PRJNA76731	76731	ssRNA viruses	Potyviridae	9.626	43.5	plants	 Unknown:NC_016159.1/JF838187.1	1	1	2011/11/07	2013/08/08	Complete Genome
Escherichia phage HK75	906668	PRJNA76733	76733	dsDNA viruses, no RNA stage	Siphoviridae	36.661	50.2	bacteria	 Unknown:NC_016160.1/HM173637.1	58	58	2011/10/22	2011/11/10	Complete Genome
Pediococcus virus cIP1	1108070	PRJNA76735	76735	dsDNA viruses, no RNA stage	Siphoviridae	38.013	47.6	bacteria	 Unknown:NC_016161.1/JN051154.1	57	57	2011/11/07	2012/08/02	Complete Genome
Vibrio phage VCY-phi	1105327	PRJNA76737	76737	ssDNA viruses	Inoviridae	7.103	41.4	bacteria	 Unknown:NC_016162.1/JN848801.1	11	11	2011/11/05	2011/11/29	Complete Genome
Yersinia phage phiR1-37	331278	PRJNA76739	76739	dsDNA viruses, no RNA stage	Myoviridae	262.391	32.5	bacteria	 Unknown:NC_016163.1/AJ972879.2	372	367	2005/06/02	2012/06/15	Complete Genome
Synechococcus phage S-CBS1	909297	PRJNA76741	76741	dsDNA viruses, no RNA stage	Siphoviridae	30.332	58.7	bacteria	 Unknown:NC_016164.1/HM480106.1	43	43	2011/11/01	2012/02/09	Complete Genome
Rhodobacter phage RcapMu	1105286	PRJNA76743	76743	dsDNA viruses, no RNA stage	Siphoviridae	39.283	64.9	bacteria	 Unknown:NC_016165.1/JN190960.1	58	58	2011/11/02	2011/11/10	Complete Genome
Gordonia phage GTE7	1100814	PRJNA76745	76745	dsDNA viruses, no RNA stage	Siphoviridae	74.431	56.8	bacteria	 Unknown:NC_016166.1/JN035618.1	104	103	2011/10/31	2011/11/29	Complete Genome
Quail picornavirus QPV1/HUN/2010	1089138	PRJNA77133	77133	ssRNA viruses	Picornaviridae	8.159	45.6	vertebrates	 Unknown:NC_016403.1/JN674502.1	1	1	2011/11/15	2013/01/31	Complete Genome
Spodoptera exigua iflavirus 1	1111710	PRJNA77135	77135	ssRNA viruses	Iflaviridae	10.347	39.1	invertebrates	 Unknown:NC_016405.1/JN091707.1	1	1	2011/11/15	2011/11/18	Complete Genome
Actinidia virus B	1112770	PRJNA77137	77137	ssRNA viruses	Betaflexiviridae	7.488	46.5	plants	 Unknown:NC_016404.1/JN427015.1	5	5	2011/11/15	2012/04/04	Complete Genome
Grapevine leafroll-associated virus 4	70177	PRJNA77935	77935	ssRNA viruses	Closteroviridae	13.83	43.2	plants	 Unknown:NC_016416.1/FJ467503.1	6	6	2011/11/22	2012/02/15	Complete Genome
Grapevine leafroll-associated virus 6	203168	PRJNA77937	77937	ssRNA viruses	Closteroviridae	13.807	44.6	plants	 Unknown:NC_016417.1/FJ467504.1	6	6	2011/11/22	2012/02/15	Complete Genome
Halastavi arva RNA virus	1088890	PRJNA77939	77939	ssRNA viruses	unclassified	9.565	47.7	vertebrates	 Unknown:NC_016418.1/JN000306.1	2	2	2011/11/23	2011/12/28	Complete Genome
Gordonia phage GRU1	1109710	PRJNA78691	78691	dsDNA viruses, no RNA stage	Siphoviridae	65.766	65.5	bacteria	 Unknown:NC_016435.1/JF923797.1	94	94	2011/11/12	2011/12/09	Complete Genome
Gordonia phage GTE5	319522	PRJNA78693	78693	dsDNA viruses, no RNA stage	Siphoviridae	65.839	65.1	bacteria	 Unknown:NC_016434.1/JF923796.1	92	92	2011/11/12	2011/12/09	Complete Genome
Grapevine leafroll-associated virus 7	217615	PRJNA78707	78707	ssRNA viruses	Closteroviridae	16.404	35.7	plants	 Unknown:NC_016436.1/HE588185.1	10	10	2011/09/15	2011/12/07	Complete Genome
Skua adenovirus 1	1520004	PRJNA78801	78801	dsDNA viruses, no RNA stage	Adenoviridae	26.34	34.2	vertebrates	 Unknown:NC_016437.1/HM585353.1	23	23	2011/12/04	2011/12/15	Complete Genome
Garlic common latent virus	47900	PRJNA78925	78925	ssRNA viruses	Betaflexiviridae	8.638	44.6	plants	 Unknown:NC_016440.1/JF320810.1	6	6	2011/12/12	2012/02/23	Complete Genome
Rattail cactus necrosis-associated virus	1123754	PRJNA78929	78929	ssRNA viruses	Virgaviridae	6.506	44.7	plants	 Unknown:NC_016442.1/JF729471.1	4	4	2011/12/12	2012/02/23	Complete Genome
Chocolate lily virus A	1120751	PRJNA78931	78931	ssRNA viruses	Secoviridae	10.874	44.1306	plants	 RNA 1:NC_016443.1/JN052073.1;  RNA 2:NC_016444.1/JN052074.1	2	2	2011/12/11	2015/10/20	Complete Genome
Aotine betaherpesvirus 1	50290	PRJNA78945	78945	dsDNA viruses, no RNA stage	Herpesviridae	219.474	56.3	vertebrates	 Unknown:NC_016447.1/FJ483970.2	146	146	2009/06/06	2013/05/09	Complete Genome
Grapevine leafroll-associated virus 1	47985	PRJNA80677	80677	ssRNA viruses	Closteroviridae	18.659	44.9	plants	 Unknown:NC_016509.1/JQ023131.1	10	10	2011/12/20	2012/01/01	Complete Genome
Espirito Santo virus	1127767	PRJNA80737	80737	dsRNA viruses	Birnaviridae	6.677	49.1424	vertebrates	 A:NC_016518.1/JN589003.1;  B:NC_016517.1/JN589002.1	3	3	2011/12/28	2012/01/03	Complete Genome
Clitoria yellow mottle virus	1128119	PRJNA80771	80771	ssRNA viruses	Virgaviridae	6.514	43.2	plants	 Unknown:NC_016519.1/JN566124.1	4	4	2011/12/26	2012/04/03	Complete Genome
Shigella phage EP23	1109721	PRJNA80919	80919	dsDNA viruses, no RNA stage	Siphoviridae	44.077	54.4	bacteria	 Unknown:NC_016566.1/JN984867.1	57	57	2011/12/17	2012/09/24	Complete Genome
Nocardia phage NBR1	1109711	PRJNA80925	80925	dsDNA viruses, no RNA stage	Siphoviridae	46.14	67.5	bacteria	 Unknown:NC_016569.1/JN116828.1	68	68	2011/12/12	2012/01/13	Complete Genome
Campylobacter virus CPX	1110702	PRJNA80911	80911	dsDNA viruses, no RNA stage	Myoviridae	132.662	26	bacteria	 Unknown:NC_016562.1/JN132397.1	154	149	2011/11/15	2016/07/26	Complete Genome
Bacillus phage W.Ph.	764595	PRJNA80913	80913	dsDNA viruses, no RNA stage	Myoviridae	156.897	36.4	bacteria	 Unknown:NC_016563.1/HM144387.1	274	274	2011/12/15	2013/02/11	Complete Genome
Planktothrix phage PaV-LD	994601	PRJNA80915	80915	dsDNA viruses, no RNA stage	Podoviridae	95.299	41.4	bacteria	 Unknown:NC_016564.1/HQ683709.1	142	142	2011/12/31	2012/01/06	Complete Genome
Staphylococcus phage S24-1	1010614	PRJNA80917	80917	dsDNA viruses, no RNA stage	Podoviridae	18.168	28.9	bacteria	 Unknown:NC_016565.1/AB626962.1	21	21	2011/12/22	2012/01/10	Complete Genome
Parrot hepatitis B virus	1128118	PRJNA80909	80909	Retro-transcribing viruses	Hepadnaviridae	3.048	41.6	vertebrates	 Unknown:NC_016561.1/JN565944.1	5	5	2011/12/26	2012/03/15	Complete Genome
Pseudomonas phage OBP	1124849	PRJNA81003	81003	dsDNA viruses, no RNA stage	Myoviridae	284.757	43.5	bacteria	 Unknown:NC_016571.1/JN627160.1	309	309	2011/12/17	2012/02/03	Complete Genome
Cleome leaf crumple virus	666144	PRJNA81005	81005	ssDNA viruses	Geminiviridae	5.386	49.4143	plants	 DNA-A:NC_016578.1/JF694461.1;  DNA-B:NC_016572.1/JF694462.1	7	7	2012/01/01	2015/10/20	Complete Genome
Sida mosaic Alagoas virus	1046571	PRJNA81007	81007	ssDNA viruses	Geminiviridae	5.292	45.8181	plants	 DNA-A:NC_016573.1/JF694471.1;  DNA-B:NC_016579.1/JF694473.1	7	7	2012/01/01	2015/10/20	Complete Genome
Abutilon mosaic Brazil virus	1046572	PRJNA81009	81009	ssDNA viruses	Geminiviridae	5.282	45.0082	plants	 DNA-A:NC_016574.1/JF694480.1;  DNA-B:NC_016577.1/JF694479.1	7	7	2012/01/01	2015/10/20	Complete Genome
West African Asystasia virus 1	1046573	PRJNA81011	81011	ssDNA viruses	Geminiviridae	5.388	42.4592	plants	 DNA-A:NC_016575.1/JF694484.1;  DNA-B:NC_016576.1/JF694485.1	8	8	2012/01/01	2015/10/20	Complete Genome
Tomato dwarf leaf virus	1195378	PRJNA81031	81031	ssDNA viruses	Geminiviridae	5.034	40.7164	plants	 DNA A:NC_016580.1/JN564749.1;  DNA B:NC_016581.1/JN564750.1	7	7	2012/01/08	2015/10/20	Complete Genome
Porcine bocavirus 5/JS677	1131622	PRJNA81033	81033	ssDNA viruses	Parvoviridae	5.076	50.7	vertebrates	 Unknown:NC_016647.1/JN831651.1	4	4	2012/01/11	2015/02/10	Complete Genome
Persea americana alphaendornavirus 1	1131702	PRJNA81035	81035	dsRNA viruses	Endornaviridae	13.459	40.2	plants	 Unknown:NC_016648.1/JN880414.1	1	1	2012/01/11	2015/02/10	Complete Genome
Hollyhock yellow vein mosaic virus	944994	PRJNA81151	81151	ssDNA viruses	Geminiviridae	2.75	43.6	plants	 Unknown:NC_016649.1/FR772081.1	6	6	2012/01/10	2015/02/10	Complete Genome
Rhodococcus virus RGL3	1109716	PRJNA81167	81167	dsDNA viruses, no RNA stage	Siphoviridae	48.072	62.7	bacteria	 Unknown:NC_016650.1/JN116826.1	69	66	2011/12/12	2013/03/15	Complete Genome
Rhodococcus phage RRH1	1109717	PRJNA81169	81169	dsDNA viruses, no RNA stage	Siphoviridae	14.27	68.4	bacteria	 Unknown:NC_016651.1/JN116822.1	20	20	2011/12/12	2012/01/17	Complete Genome
Rhodococcus phage REQ2	1109713	PRJNA81171	81171	dsDNA viruses, no RNA stage	Siphoviridae	49.33	65.4	bacteria	 Unknown:NC_016652.1/JN116823.1	82	82	2011/12/12	2012/01/17	Complete Genome
Rhodococcus phage RER2	1109715	PRJNA81173	81173	dsDNA viruses, no RNA stage	Siphoviridae	46.586	58.6	bacteria	 Unknown:NC_016653.1/JN116827.1	69	66	2011/12/12	2013/03/15	Complete Genome
Rhodococcus phage REQ3	1109714	PRJNA81175	81175	unclassified phages	unclassified	39.474	65.9	bacteria	 Unknown:NC_016654.1/JN116824.1	60	60	2011/12/12	2012/01/17	Complete Genome
Rhodococcus phage REQ1	1109712	PRJNA81177	81177	dsDNA viruses, no RNA stage	Siphoviridae	51.342	66.3	bacteria	 Unknown:NC_016655.1/JN116825.1	85	85	2011/12/12	2013/06/06	Complete Genome
Eclipta yellow vein virus	875324	PRJNA81215	81215	ssDNA viruses	Geminiviridae	2.74	44.2	plants	 Unknown:NC_016660.1/GQ478343.1	6	6	2011/08/01	2013/07/14	Complete Genome
Eidolon helvum (bat) parvovirus	1131483	PRJNA81567	81567	ssDNA viruses	Parvoviridae	5.065	53.1	vertebrates	 Unknown:NC_016744.1/JQ037753.1	4	4	2012/01/15	2012/02/26	Complete Genome
Artibeus jamaicensis parvovirus 1	1131485	PRJNA81739	81739	ssDNA viruses	Parvoviridae	4.595	49.1	vertebrates	 Unknown:NC_016752.1/JQ037754.1	2	2	2012/01/15	2012/02/06	Complete Genome
Rosellinia necatrix quadrivirus 1	1000373	PRJNA82351	82351	dsRNA viruses	Quadriviridae	17.078	52.804	fungi	 segment 1:NC_016757.1/AB620061.1;  segment 2:NC_016759.1/AB620062.1;  segment 3:NC_016760.1/AB620063.1;  segment 4:NC_016758.1/AB620064.1	4	4	2012/01/24	2012/05/22	Complete Genome
Salmonella phage SPN1S	1125653	PRJNA82639	82639	dsDNA viruses, no RNA stage	Podoviridae	38.684	50.2	bacteria	 Unknown:NC_016761.1/JN391180.1	52	52	2012/01/10	2012/02/02	Complete Genome
Pseudomonas phage phi297	1129145	PRJNA82641	82641	dsDNA viruses, no RNA stage	Siphoviridae	49.135	62.1	bacteria	 Unknown:NC_016762.1/HQ711984.1	69	69	2012/01/15	2012/02/02	Complete Genome
Salmonella phage SE2	1115478	PRJNA82643	82643	dsDNA viruses, no RNA stage	Siphoviridae	43.221	49.6	bacteria	 Unknown:NC_016763.1/JQ007353.1	61	61	2012/01/15	2014/12/08	Complete Genome
Pseudomonas phage Bf7	1100790	PRJNA82647	82647	dsDNA viruses, no RNA stage	Podoviridae	40.058	58.4	bacteria	 Unknown:NC_016764.1/JN991020.1	46	46	2012/01/17	2012/07/18	Complete Genome
Pseudomonas virus PMG1	1129146	PRJNA82649	82649	dsDNA viruses, no RNA stage	Siphoviridae	54.024	57.5	bacteria	 Unknown:NC_016765.1/HQ711985.1	96	96	2012/01/15	2012/02/02	Complete Genome
Erwinia phage PEp14	1131315	PRJNA82653	82653	dsDNA viruses, no RNA stage	Podoviridae	60.714	62.8	bacteria	 Unknown:NC_016767.1/JN585957.1	64	64	2012/01/25	2012/02/02	Complete Genome
Porcine kobuvirus SH-W-CHN/2010/China	1136133	PRJNA82751	82751	ssRNA viruses	Picornaviridae	8.21	52.1	vertebrates	 Unknown:NC_016769.1/JN630514.1	1	1	2012/01/29	2012/03/15	Complete Genome
Bacteroides phage B124-14	1105171	PRJNA82753	82753	dsDNA viruses, no RNA stage	Siphoviridae	47.159	38.7	bacteria	 Unknown:NC_016770.1/HE608841.1	68	68	2012/01/10	2012/05/11	Complete Genome
Spissistilus festinus reovirus	1004049	PRJNA83187	83187	dsRNA viruses	Reoviridae	25.139	48.884	vertebrates	 segment 1:NC_016879.1/JF773382.1;  segment 10:NC_016878.1/JF773391.1;  segment 2:NC_016874.1/JF773383.1;  segment 3:NC_016880.1/JF773384.1;  segment 4:NC_016875.1/JF773385.1;  segment 5:NC_016881.1/JF773386.1;  segment 6:NC_016876.1/JF773387.1;  segment 7:NC_016882.1/JF773388.1;  segment 8:NC_016877.1/JF773389.1;  segment 9:NC_016883.1/JF773390.1	10	10	2012/02/03	2015/10/20	Complete Genome
Simian adenovirus 49	995022	PRJNA64487	64487	dsDNA viruses, no RNA stage	Adenoviridae	35.499	62.8	vertebrates	 Unknown:NC_015225.1/HQ241819.1	32	32	2011/03/15	2012/03/23	Complete Genome
Bat adenovirus TJM	727977	PRJNA84399	84399	dsDNA viruses, no RNA stage	Adenoviridae	31.806	56.9	vertebrates	NC_016895.2/GU226970.2	30	30	2010/03/06	2016/12/27	Complete Genome
Astrovirus wild boar/WBAstV-1/2011/HUN	1137931	PRJNA84401	84401	ssRNA viruses	Astroviridae	6.707	45.4	vertebrates	 Unknown:NC_016896.1/JQ340310.1	3	3	2012/02/12	2012/06/04	Complete Genome
Trichechus manatus latirostris papillomavirus 2	1144379	PRJNA84405	84405	dsDNA viruses, no RNA stage	Papillomaviridae	7.855	49.9	vertebrates	 Unknown:NC_016898.1/JN709473.1	7	7	2012/02/13	2012/03/04	Complete Genome
Thermococcus prieurii virus 1	1115696	PRJNA84407	84407	unclassified archaeal viruses	unclassified	21.592	49.5	archaea	 Unknown:NC_016899.1/JQ010983.1	28	28	2012/02/18	2012/02/26	Complete Genome
Cotia virus SPAn232	930275	PRJNA85563	85563	dsDNA viruses, no RNA stage	Poxviridae	185.139	23.6	vertebrates	 Unknown:NC_016924.1/HQ647181.2	185	185	2012/02/17	2012/04/18	Complete Genome
Ndumu virus	59302	PRJNA88115	88115	ssRNA viruses	Togaviridae	11.688	50	vertebrates, invertebrates	 Unknown:NC_016959.1/HM147989.1	4	4	2012/02/27	2013/12/12	Complete Genome
Southern elephant seal virus	1159195	PRJNA88117	88117	ssRNA viruses	Togaviridae	11.245	48.6	vertebrates, invertebrates	 Unknown:NC_016960.1/HM147990.1	4	4	2012/02/27	2015/02/10	Complete Genome
Whataroa virus	48543	PRJNA88119	88119	ssRNA viruses	Togaviridae	11.616	49.3	vertebrates, invertebrates	 Unknown:NC_016961.1/HM147993.1	4	4	2012/02/27	2015/02/10	Complete Genome
Bebaru virus	59305	PRJNA88121	88121	ssRNA viruses	Togaviridae	11.877	51.5	vertebrates, invertebrates	 Unknown:NC_016962.1/HM147985.1	3	3	2012/02/27	2015/02/10	Complete Genome
New World begomovirus associated satellite DNA isolate 177H3	1149871	PRJNA88123	88123	Satellites	unclassified	0.689	41.7	plants	 Unknown:NC_016963.1/JN819486.1	-	-	2012/02/26	2012/03/02	Complete Genome
Canine picornavirus	1196647	PRJNA89397	89397	ssRNA viruses	unclassified	7.948	40.7	vertebrates	 Unknown:NC_016964.1/JN831356.1	1	1	2012/02/28	2012/06/05	Complete Genome
Tomato leaf curl Ranchi virus	938276	PRJNA89399	89399	ssDNA viruses	Geminiviridae	2.762	41.5	plants	 DNA-A:NC_016965.1/GQ994095.1	7	7	2010/12/22	2012/03/09	Complete Genome
Pepper leaf curl Lahore Virus-[Pakistan:Lahore1:2004]	884612	PRJNA89655	89655	ssDNA viruses	Geminiviridae	2.747	44.4	plants	 A:NC_016984.1/AM404179.1	6	6	2009/01/10	2012/03/15	Complete Genome
Sparrow coronavirus HKU17	1159906	PRJNA17048	17048	ssRNA viruses	Coronaviridae	26.083	44.6	vertebrates	 Unknown:NC_016992.1/JQ065045.1	9	9	2012/03/19	2017/10/16	Complete Genome
Haloarcula hispanica icosahedral virus 2	1154689	PRJNA109269	109269	dsDNA viruses, no RNA stage	Sphaerolipoviridae	30.578	66.5	archaea	 Unknown:NC_016989.1/JN968479.1	43	43	2012/03/12	2013/02/05	Complete Genome
Porcine coronavirus HKU15	1159905	PRJNA109271	109271	ssRNA viruses	Coronaviridae	25.43	43.1	vertebrates	 Unknown:NC_016990.2/JQ065042.2	7	7	2012/03/19	2016/05/16	Complete Genome
White-eye coronavirus HKU16	1159907	PRJNA109273	109273	ssRNA viruses	Coronaviridae	26.041	39.8	vertebrates	 Unknown:NC_016991.1/JQ065044.1	8	8	2012/03/19	2012/03/30	Complete Genome
Magpie-robin coronavirus HKU18	1159903	PRJNA109275	109275	ssRNA viruses	Coronaviridae	26.689	46.7	vertebrates	 Unknown:NC_016993.1/JQ065046.1	9	9	2012/03/19	2012/03/30	Complete Genome
Night heron coronavirus HKU19	1159904	PRJNA109277	109277	ssRNA viruses	Coronaviridae	26.077	38.1	vertebrates	 Unknown:NC_016994.1/JQ065047.1	8	8	2012/03/19	2012/03/30	Complete Genome
Wigeon coronavirus HKU20	1159908	PRJNA109279	109279	ssRNA viruses	Coronaviridae	26.227	39.4	vertebrates	 Unknown:NC_016995.1/JQ065048.1	10	10	2012/03/19	2012/03/30	Complete Genome
Common moorhen coronavirus HKU21	1159902	PRJNA109281	109281	ssRNA viruses	Coronaviridae	26.223	35.1	vertebrates	 Unknown:NC_016996.1/JQ065049.1	9	9	2012/03/19	2012/03/30	Complete Genome
Donggang virus	985683	PRJNA115527	115527	ssRNA viruses	Flaviviridae	10.791	48.3	vertebrates, invertebrates, human	 Unknown:NC_016997.1/JQ086551.1	1	2	2012/03/20	2016/07/02	Complete Genome
Centrosema yellow spot virus	1129032	PRJNA124057	124057	ssDNA viruses	Geminiviridae	2.675	46	plants	 DNA-A:NC_016998.1/JN419002.1	5	5	2012/03/20	2012/03/23	Complete Genome
Macroptilium yellow spot virus	1129034	PRJNA124059	124059	ssDNA viruses	Geminiviridae	2.66	43.3	plants	 DNA-A:NC_016999.1/JN419013.1	5	5	2012/03/20	2016/08/07	Complete Genome
Macroptilium yellow vein virus	1129035	PRJNA124061	124061	ssDNA viruses	Geminiviridae	2.656	43.7	plants	 DNA-A:NC_017000.1/JN419021.1	5	5	2012/03/20	2015/02/10	Complete Genome
Macroptilium yellow net virus	1129033	PRJNA124063	124063	ssDNA viruses	Geminiviridae	5.197	42.867	plants	 DNA A:NC_017001.1/JN418998.1;  DNA B:NC_017002.1/JN418999.1	7	7	2012/03/20	2015/02/10	Complete Genome
Clitocybe odora virus	1162083	PRJNA129589	129589	ssRNA viruses	Narnaviridae	3.765	42.8	fungi	 Unknown:NC_017003.1/HE717021.1	1	1	2012/03/14	2012/06/29	Complete Genome
Cassava mosaic Madagascar virus	1125764	PRJNA129597	129597	ssDNA viruses	Geminiviridae	5.51	43.2513	plants	 DNA A:NC_017004.1/HE617299.1;  DNA B:NC_017005.1/HE617300.1	8	8	2012/03/11	2012/03/23	Complete Genome
Rabbit coronavirus HKU14	1160968	PRJNA157249	157249	ssRNA viruses	Coronaviridae	31.1	37.6	vertebrates	 Unknown:NC_017083.1/JN874559.1	11	11	2012/03/26	2012/07/10	Complete Genome
